trialIndex,alertNumber,scheduledStartSec,actualStartSec,trialInitiatedUtc,correctDirection,responseDirection,responseTimeSec,reactionTimeSec,outcome
0,1,2,2.311,2026-02-07T01:21:13.4587825Z,Right,Unknown,-1,-1,Missed
1,2,9.849,9.863,2026-02-07T01:21:21.0221202Z,Right,Unknown,-1,-1,Missed
2,3,21.22,21.233,2026-02-07T01:21:32.3861295Z,Right,Unknown,-1,-1,Missed
