realtime,rayOrigin_x,rayOrigin_y,rayOrigin_z,rayDir_x,rayDir_y,rayDir_z,hasHit,isOnTarget,hitName,hitDistance
3,755596,0,000000,-0,084600,0,072197,0,000000,0,000000,1,000000,0,0,,0,0000
5,823658,0,000000,-0,084600,0,072197,0,000000,0,000000,1,000000,0,0,,0,0000
6,515174,0,000000,-0,084600,0,072197,0,000000,0,000000,1,000000,0,0,,0,0000
6,567775,0,000000,-0,084600,0,072197,0,000000,0,000000,1,000000,0,0,,0,0000
6,608312,0,000000,-0,084600,0,072197,0,000000,0,000000,1,000000,0,0,,0,0000
6,648434,0,000000,-0,084600,0,072197,0,000000,0,000000,1,000000,0,0,,0,0000
6,684672,0,000000,-0,084600,0,072197,0,000000,0,000000,1,000000,0,0,,0,0000
6,715971,0,000000,-0,084600,0,072197,0,000000,0,000000,1,000000,0,0,,0,0000
6,748954,0,000000,-0,084600,0,072197,0,000000,0,000000,1,000000,0,0,,0,0000
6,780405,0,000000,-0,084600,0,072197,0,000000,0,000000,1,000000,0,0,,0,0000
6,810025,0,000000,-0,084600,0,072197,0,000000,0,000000,1,000000,0,0,,0,0000
6,835428,0,000000,-0,084600,0,072197,0,000000,0,000000,1,000000,0,0,,0,0000
6,858053,0,000000,-0,084600,0,072197,0,000000,0,000000,1,000000,0,0,,0,0000
6,880119,0,000000,-0,084600,0,072197,0,000000,0,000000,1,000000,0,0,,0,0000
6,906496,0,000000,-0,084600,0,072197,0,000000,0,000000,1,000000,0,0,,0,0000
6,931108,0,000000,-0,084600,0,072197,0,000000,0,000000,1,000000,0,0,,0,0000
6,954381,0,000000,-0,084600,0,072197,0,000000,0,000000,1,000000,0,0,,0,0000
6,978477,0,000000,-0,084600,0,072197,0,000000,0,000000,1,000000,0,0,,0,0000
7,003211,0,000000,-0,084600,0,072197,0,000000,0,000000,1,000000,0,0,,0,0000
7,027736,0,000000,-0,084600,0,072197,0,000000,0,000000,1,000000,0,0,,0,0000
7,055935,0,000000,-0,084600,0,072197,0,000000,0,000000,1,000000,0,0,,0,0000
7,078997,0,000000,-0,084600,0,072197,0,000000,0,000000,1,000000,0,0,,0,0000
7,106001,0,000000,-0,084600,0,072197,0,000000,0,000000,1,000000,0,0,,0,0000
7,131557,0,000000,-0,084600,0,072197,0,000000,0,000000,1,000000,0,0,,0,0000
