t_audio_sec,ray_on_target,origin_x,origin_y,origin_z,dir_x,dir_y,dir_z,target_x,target_y,target_z
1.6000,0,-1.5730,1.0472,-0.3036,-0.9194,0.2607,-0.2945,-0.0149,1.2224,1.5310
1.6213,0,-1.5731,1.0472,-0.3027,-0.9196,0.2603,-0.2942,-0.0194,1.2211,1.5310
1.6427,0,-1.5731,1.0472,-0.3026,-0.9195,0.2606,-0.2942,-0.0238,1.2197,1.5310
1.6640,0,-1.5731,1.0473,-0.3024,-0.9195,0.2605,-0.2943,-0.0290,1.2180,1.5310
1.6853,0,-1.5731,1.0473,-0.3023,-0.9196,0.2605,-0.2941,-0.0339,1.2162,1.5310
1.7067,0,-1.5731,1.0473,-0.3022,-0.9196,0.2604,-0.2942,-0.0390,1.2143,1.5310
1.7280,0,-1.5731,1.0473,-0.3021,-0.9196,0.2604,-0.2942,-0.0446,1.2120,1.5310
1.7707,0,-1.5731,1.0473,-0.3019,-0.9196,0.2603,-0.2942,-0.0520,1.2087,1.5310
1.7920,0,-1.5731,1.0473,-0.3017,-0.9196,0.2604,-0.2943,-0.0566,1.2064,1.5310
1.8133,0,-1.5731,1.0473,-0.3016,-0.9196,0.2603,-0.2942,-0.0610,1.2041,1.5310
1.8347,0,-1.5732,1.0473,-0.3015,-0.9196,0.2602,-0.2943,-0.0654,1.2017,1.5310
1.8560,0,-1.5732,1.0473,-0.3015,-0.9196,0.2602,-0.2943,-0.0696,1.1991,1.5310
1.8773,0,-1.5731,1.0472,-0.3030,-0.9197,0.2600,-0.2941,-0.0735,1.1966,1.5310
1.9200,0,-1.5732,1.0472,-0.3030,-0.9197,0.2601,-0.2943,-0.0782,1.1932,1.5310
1.9413,0,-1.5732,1.0472,-0.3029,-0.9197,0.2601,-0.2942,-0.0813,1.1908,1.5310
1.9627,0,-1.5729,1.0472,-0.3038,-0.9195,0.2603,-0.2945,-0.0851,1.1875,1.5310
2.0053,0,-1.5729,1.0471,-0.3036,-0.9196,0.2602,-0.2942,-0.0888,1.1840,1.5310
2.0267,0,-1.5729,1.0471,-0.3036,-0.9196,0.2601,-0.2944,-0.0916,1.1810,1.5310
2.0480,0,-1.5728,1.0471,-0.3036,-0.9196,0.2602,-0.2944,-0.0940,1.1781,1.5310
2.0907,0,-1.5728,1.0469,-0.3042,-0.9196,0.2602,-0.2944,-0.0971,1.1736,1.5310
2.1120,0,-1.5727,1.0470,-0.3051,-0.9195,0.2603,-0.2945,-0.0988,1.1707,1.5310
2.1333,0,-1.5726,1.0469,-0.3052,-0.9195,0.2602,-0.2946,-0.1006,1.1671,1.5310
2.1760,0,-1.5726,1.0469,-0.3053,-0.9196,0.2602,-0.2945,-0.1017,1.1642,1.5310
2.1973,0,-1.5725,1.0469,-0.3054,-0.9195,0.2603,-0.2945,-0.1028,1.1608,1.5310
2.1973,0,-1.5725,1.0468,-0.3055,-0.9196,0.2602,-0.2944,-0.1034,1.1577,1.5310
2.2400,0,-1.5724,1.0468,-0.3056,-0.9195,0.2602,-0.2945,-0.1039,1.1533,1.5310
2.2613,0,-1.5726,1.0469,-0.3060,-0.9196,0.2601,-0.2945,-0.1040,1.1497,1.5310
2.2827,0,-1.5726,1.0469,-0.3062,-0.9196,0.2601,-0.2945,-0.1037,1.1463,1.5310
2.3040,0,-1.5726,1.0469,-0.3063,-0.9196,0.2601,-0.2945,-0.1032,1.1432,1.5310
2.3253,0,-1.5726,1.0469,-0.3065,-0.9195,0.2602,-0.2946,-0.1023,1.1396,1.5310
2.3680,0,-1.5728,1.0471,-0.3053,-0.9196,0.2601,-0.2945,-0.1010,1.1358,1.5310
2.3893,0,-1.5728,1.0471,-0.3053,-0.9195,0.2601,-0.2946,-0.0999,1.1334,1.5310
2.4107,0,-1.5728,1.0471,-0.3053,-0.9195,0.2601,-0.2947,-0.0983,1.1299,1.5310
2.4320,0,-1.5729,1.0471,-0.3054,-0.9195,0.2601,-0.2947,-0.0965,1.1268,1.5310
2.4533,0,-1.5729,1.0471,-0.3054,-0.9195,0.2600,-0.2948,-0.0942,1.1233,1.5310
2.4747,0,-1.5729,1.0471,-0.3055,-0.9195,0.2600,-0.2948,-0.0917,1.1198,1.5310
2.5173,0,-1.5729,1.0471,-0.3055,-0.9196,0.2600,-0.2946,-0.0886,1.1160,1.5310
2.5387,0,-1.5729,1.0471,-0.3056,-0.9195,0.2600,-0.2947,-0.0851,1.1122,1.5310
2.5600,0,-1.5729,1.0471,-0.3057,-0.9195,0.2601,-0.2947,-0.0823,1.1094,1.5310
2.5813,0,-1.5729,1.0471,-0.3058,-0.9195,0.2601,-0.2948,-0.0788,1.1061,1.5310
2.6240,0,-1.5729,1.0471,-0.3058,-0.9195,0.2601,-0.2946,-0.0747,1.1025,1.5310
2.6453,0,-1.5729,1.0471,-0.3058,-0.9195,0.2601,-0.2946,-0.0709,1.0993,1.5310
2.6667,0,-1.5729,1.0471,-0.3058,-0.9195,0.2601,-0.2946,-0.0671,1.0964,1.5310
2.6880,0,-1.5729,1.0471,-0.3058,-0.9195,0.2601,-0.2946,-0.0615,1.0923,1.5310
2.7093,0,-1.5729,1.0471,-0.3058,-0.9195,0.2601,-0.2946,-0.0576,1.0897,1.5310
2.7307,0,-1.5729,1.0471,-0.3058,-0.9195,0.2601,-0.2946,-0.0532,1.0868,1.5310
2.7520,0,-1.5723,1.0466,-0.3080,-0.9194,0.2606,-0.2947,-0.0490,1.0842,1.5310
2.7947,0,-1.5723,1.0465,-0.3082,-0.9194,0.2607,-0.2947,-0.0438,1.0811,1.5310
2.8160,0,-1.5722,1.0465,-0.3084,-0.9194,0.2605,-0.2947,-0.0382,1.0779,1.5310
2.8373,0,-1.5722,1.0465,-0.3086,-0.9193,0.2606,-0.2948,-0.0331,1.0751,1.5310
2.8587,0,-1.5721,1.0464,-0.3088,-0.9194,0.2606,-0.2947,-0.0257,1.0712,1.5310
2.9013,0,-1.5725,1.0467,-0.3056,-0.9193,0.2607,-0.2947,-0.0199,1.0684,1.5310
2.9013,0,-1.5725,1.0467,-0.3056,-0.9194,0.2606,-0.2946,-0.0160,1.0665,1.5310
2.9440,0,-1.5730,1.0472,-0.3044,-0.9196,0.2602,-0.2943,-0.0097,1.0636,1.5310
2.9653,0,-1.5730,1.0472,-0.3044,-0.9196,0.2601,-0.2944,-0.0036,1.0609,1.5310
3.0080,0,-1.5729,1.0469,-0.3047,-0.9198,0.2603,-0.2938,0.0023,1.0584,1.5310
3.0293,0,-1.5729,1.0470,-0.3045,-0.9197,0.2605,-0.2939,0.0073,1.0564,1.5310
3.0507,0,-1.5729,1.0469,-0.3045,-0.9197,0.2604,-0.2940,0.0130,1.0541,1.5310
3.0720,0,-1.5730,1.0469,-0.3044,-0.9197,0.2604,-0.2938,0.0192,1.0518,1.5310
3.0933,0,-1.5730,1.0469,-0.3044,-0.9196,0.2604,-0.2940,0.0241,1.0499,1.5310
3.1360,0,-1.5729,1.0472,-0.3043,-0.9196,0.2602,-0.2942,0.0297,1.0480,1.5310
3.1573,0,-1.5728,1.0470,-0.3042,-0.9196,0.2602,-0.2944,0.0350,1.0462,1.5310
3.1787,0,-1.5729,1.0470,-0.3042,-0.9196,0.2602,-0.2943,0.0389,1.0449,1.5310
3.2000,0,-1.5729,1.0471,-0.3041,-0.9196,0.2603,-0.2943,0.0437,1.0434,1.5310
3.2213,0,-1.5730,1.0472,-0.3040,-0.9196,0.2602,-0.2944,0.0487,1.0418,1.5310
3.2640,0,-1.5731,1.0472,-0.3039,-0.9196,0.2602,-0.2943,0.0531,1.0405,1.5310
3.2853,0,-1.5730,1.0472,-0.3041,-0.9196,0.2604,-0.2942,0.0572,1.0394,1.5310
3.3067,0,-1.5730,1.0472,-0.3041,-0.9196,0.2603,-0.2943,0.0616,1.0383,1.5310
3.3280,0,-1.5730,1.0472,-0.3040,-0.9196,0.2604,-0.2943,0.0665,1.0370,1.5310
3.3280,0,-1.5729,1.0471,-0.3046,-0.9195,0.2606,-0.2942,0.0697,1.0363,1.5310
3.3707,0,-1.5729,1.0471,-0.3046,-0.9195,0.2605,-0.2942,0.0728,1.0356,1.5310
3.3920,0,-1.5730,1.0470,-0.3046,-0.9195,0.2605,-0.2943,0.0763,1.0349,1.5310
3.4133,0,-1.5730,1.0470,-0.3046,-0.9195,0.2605,-0.2944,0.0798,1.0343,1.5310
3.4347,0,-1.5730,1.0469,-0.3046,-0.9195,0.2604,-0.2945,0.0824,1.0340,1.5310
3.4773,0,-1.5730,1.0469,-0.3046,-0.9195,0.2605,-0.2944,0.0856,1.0336,1.5310
3.4987,0,-1.5731,1.0469,-0.3046,-0.9195,0.2605,-0.2943,0.0875,1.0334,1.5310
3.5200,0,-1.5731,1.0468,-0.3046,-0.9195,0.2605,-0.2943,0.0895,1.0334,1.5310
3.5413,0,-1.5731,1.0468,-0.3046,-0.9195,0.2606,-0.2943,0.0916,1.0335,1.5310
3.5627,0,-1.5729,1.0471,-0.3047,-0.9195,0.2607,-0.2943,0.0928,1.0336,1.5310
3.6053,0,-1.5729,1.0471,-0.3047,-0.9195,0.2606,-0.2943,0.0940,1.0339,1.5310
3.6267,0,-1.5729,1.0471,-0.3047,-0.9195,0.2605,-0.2944,0.0949,1.0342,1.5310
3.6480,0,-1.5724,1.0466,-0.3045,-0.9193,0.2615,-0.2943,0.0954,1.0346,1.5310
3.6693,0,-1.5722,1.0465,-0.3045,-0.9193,0.2615,-0.2942,0.0958,1.0351,1.5310
3.6907,0,-1.5728,1.0471,-0.3035,-0.9194,0.2610,-0.2943,0.0960,1.0358,1.5310
3.7120,0,-1.5728,1.0471,-0.3035,-0.9194,0.2610,-0.2943,0.0959,1.0365,1.5310
3.7333,0,-1.5727,1.0471,-0.3034,-0.9194,0.2611,-0.2943,0.0956,1.0373,1.5310
3.7547,0,-1.5727,1.0471,-0.3033,-0.9193,0.2611,-0.2944,0.0952,1.0380,1.5310
3.7760,0,-1.5726,1.0472,-0.3033,-0.9193,0.2611,-0.2944,0.0943,1.0392,1.5310
3.7973,0,-1.5726,1.0472,-0.3032,-0.9193,0.2611,-0.2944,0.0932,1.0403,1.5310
3.7973,0,-1.5726,1.0473,-0.3031,-0.9193,0.2611,-0.2944,0.0918,1.0416,1.5310
3.8400,0,-1.5725,1.0473,-0.3030,-0.9193,0.2611,-0.2944,0.0901,1.0430,1.5310
3.8613,0,-1.5725,1.0473,-0.3029,-0.9193,0.2612,-0.2944,0.0880,1.0446,1.5310
3.8827,0,-1.5725,1.0472,-0.3028,-0.9193,0.2611,-0.2944,0.0859,1.0461,1.5310
3.9040,0,-1.5728,1.0470,-0.3047,-0.9194,0.2608,-0.2945,0.0835,1.0477,1.5310
3.9467,0,-1.5728,1.0469,-0.3047,-0.9194,0.2608,-0.2944,0.0791,1.0506,1.5310
3.9680,0,-1.5728,1.0469,-0.3047,-0.9194,0.2608,-0.2944,0.0765,1.0522,1.5310
3.9893,0,-1.5728,1.0469,-0.3047,-0.9194,0.2608,-0.2944,0.0731,1.0543,1.5310
4.0107,0,-1.5728,1.0469,-0.3047,-0.9194,0.2608,-0.2945,0.0695,1.0564,1.5310
4.0533,0,-1.5728,1.0468,-0.3048,-0.9194,0.2607,-0.2945,0.0661,1.0585,1.5310
4.0747,0,-1.5728,1.0469,-0.3048,-0.9194,0.2608,-0.2945,0.0622,1.0607,1.5310
4.0960,0,-1.5728,1.0469,-0.3048,-0.9194,0.2609,-0.2945,0.0566,1.0639,1.5310
4.1173,0,-1.5728,1.0468,-0.3048,-0.9194,0.2608,-0.2945,0.0529,1.0660,1.5310
4.1387,0,-1.5728,1.0468,-0.3048,-0.9194,0.2608,-0.2945,0.0487,1.0684,1.5310
4.1813,0,-1.5728,1.0468,-0.3048,-0.9194,0.2608,-0.2945,0.0444,1.0707,1.5310
4.2027,0,-1.5728,1.0468,-0.3048,-0.9194,0.2608,-0.2945,0.0397,1.0734,1.5310
4.2240,0,-1.5728,1.0468,-0.3048,-0.9194,0.2608,-0.2945,0.0352,1.0759,1.5310
4.2453,0,-1.5725,1.0469,-0.3065,-0.9193,0.2606,-0.2948,0.0306,1.0785,1.5310
4.2667,0,-1.5725,1.0469,-0.3066,-0.9193,0.2608,-0.2949,0.0268,1.0806,1.5310
4.2880,0,-1.5725,1.0469,-0.3067,-0.9193,0.2607,-0.2947,0.0223,1.0831,1.5310
4.2880,0,-1.5725,1.0468,-0.3068,-0.9192,0.2608,-0.2950,0.0173,1.0860,1.5310
4.3093,0,-1.5727,1.0470,-0.3051,-0.9194,0.2607,-0.2945,0.0122,1.0889,1.5310
4.3307,0,-1.5727,1.0467,-0.3042,-0.9194,0.2611,-0.2941,0.0074,1.0916,1.5310
4.3520,0,-1.5726,1.0467,-0.3042,-0.9194,0.2613,-0.2940,0.0024,1.0945,1.5310
4.3733,0,-1.5726,1.0466,-0.3042,-0.9194,0.2611,-0.2941,-0.0024,1.0973,1.5310
4.4373,0,-1.5727,1.0468,-0.3045,-0.9193,0.2612,-0.2945,-0.0073,1.1002,1.5310
4.4373,0,-1.5730,1.0471,-0.3036,-0.9195,0.2611,-0.2938,-0.0124,1.1032,1.5310
4.4587,0,-1.5731,1.0473,-0.3037,-0.9196,0.2610,-0.2937,-0.0184,1.1069,1.5310
4.4800,0,-1.5732,1.0474,-0.3037,-0.9196,0.2610,-0.2936,-0.0236,1.1101,1.5310
4.5013,0,-1.5732,1.0474,-0.3037,-0.9196,0.2608,-0.2938,-0.0285,1.1132,1.5310
4.5227,0,-1.5731,1.0472,-0.3032,-0.9196,0.2612,-0.2934,-0.0338,1.1166,1.5310
4.5653,0,-1.5729,1.0471,-0.3039,-0.9196,0.2611,-0.2937,-0.0406,1.1211,1.5310
4.5867,0,-1.5729,1.0471,-0.3038,-0.9196,0.2611,-0.2936,-0.0450,1.1240,1.5310
4.6080,0,-1.5729,1.0471,-0.3038,-0.9196,0.2611,-0.2936,-0.0504,1.1278,1.5310
4.6507,0,-1.5729,1.0470,-0.3038,-0.9196,0.2610,-0.2936,-0.0550,1.1311,1.5310
4.6720,0,-1.5729,1.0470,-0.3044,-0.9196,0.2608,-0.2936,-0.0599,1.1347,1.5310
4.6933,0,-1.5730,1.0471,-0.3041,-0.9197,0.2606,-0.2936,-0.0639,1.1379,1.5310
4.7360,0,-1.5729,1.0472,-0.3044,-0.9197,0.2606,-0.2936,-0.0692,1.1421,1.5310
4.7573,0,-1.5729,1.0472,-0.3044,-0.9197,0.2606,-0.2937,-0.0726,1.1450,1.5310
4.7573,0,-1.5729,1.0473,-0.3045,-0.9197,0.2607,-0.2937,-0.0767,1.1486,1.5310
4.7787,0,-1.5729,1.0471,-0.3040,-0.9197,0.2606,-0.2937,-0.0801,1.1517,1.5310
4.8213,0,-1.5728,1.0472,-0.3038,-0.9197,0.2607,-0.2937,-0.0832,1.1548,1.5310
4.8427,0,-1.5727,1.0471,-0.3039,-0.9196,0.2608,-0.2938,-0.0861,1.1578,1.5310
4.8640,0,-1.5727,1.0471,-0.3038,-0.9196,0.2608,-0.2939,-0.0889,1.1609,1.5310
4.8853,0,-1.5726,1.0471,-0.3038,-0.9196,0.2608,-0.2939,-0.0909,1.1632,1.5310
4.9067,0,-1.5730,1.0472,-0.3040,-0.9197,0.2605,-0.2937,-0.0929,1.1658,1.5310
4.9280,0,-1.5730,1.0472,-0.3041,-0.9196,0.2607,-0.2939,-0.0952,1.1689,1.5310
4.9280,0,-1.5730,1.0472,-0.3041,-0.9196,0.2606,-0.2939,-0.0974,1.1721,1.5310
4.9707,0,-1.5729,1.0471,-0.3048,-0.9196,0.2606,-0.2940,-0.0990,1.1750,1.5310
4.9920,0,-1.5727,1.0468,-0.3030,-0.9197,0.2611,-0.2931,-0.1005,1.1779,1.5310
5.0133,0,-1.5730,1.0471,-0.3027,-0.9197,0.2611,-0.2933,-0.1017,1.1806,1.5310
5.0347,0,-1.5730,1.0470,-0.3026,-0.9197,0.2610,-0.2934,-0.1025,1.1829,1.5310
5.0560,0,-1.5731,1.0470,-0.3025,-0.9197,0.2610,-0.2934,-0.1032,1.1854,1.5310
5.0773,0,-1.5731,1.0470,-0.3024,-0.9197,0.2609,-0.2934,-0.1037,1.1885,1.5310
5.0987,0,-1.5731,1.0470,-0.3024,-0.9197,0.2610,-0.2934,-0.1040,1.1909,1.5310
5.1200,0,-1.5731,1.0470,-0.3023,-0.9197,0.2609,-0.2933,-0.1040,1.1934,1.5310
5.1413,0,-1.5731,1.0473,-0.3034,-0.9197,0.2607,-0.2935,-0.1037,1.1960,1.5310
5.1840,0,-1.5731,1.0473,-0.3034,-0.9197,0.2607,-0.2935,-0.1031,1.1987,1.5310
5.2053,0,-1.5731,1.0473,-0.3034,-0.9197,0.2608,-0.2935,-0.1024,1.2009,1.5310
5.2267,0,-1.5731,1.0474,-0.3034,-0.9197,0.2608,-0.2936,-0.1015,1.2029,1.5310
5.2480,0,-1.5730,1.0472,-0.3044,-0.9197,0.2607,-0.2937,-0.1003,1.2050,1.5310
5.2693,0,-1.5730,1.0472,-0.3044,-0.9197,0.2608,-0.2935,-0.0988,1.2073,1.5310
5.2907,0,-1.5729,1.0472,-0.3045,-0.9196,0.2608,-0.2937,-0.0972,1.2093,1.5310
5.3120,0,-1.5729,1.0472,-0.3046,-0.9197,0.2607,-0.2937,-0.0953,1.2112,1.5310
5.3333,0,-1.5729,1.0472,-0.3046,-0.9196,0.2608,-0.2937,-0.0930,1.2133,1.5310
5.3547,0,-1.5729,1.0472,-0.3047,-0.9197,0.2608,-0.2936,-0.0904,1.2153,1.5310
5.3760,0,-1.5729,1.0472,-0.3048,-0.9196,0.2609,-0.2936,-0.0880,1.2169,1.5310
5.3973,0,-1.5729,1.0472,-0.3048,-0.9197,0.2608,-0.2936,-0.0848,1.2188,1.5310
5.4187,0,-1.5728,1.0472,-0.3049,-0.9196,0.2609,-0.2937,-0.0813,1.2206,1.5310
5.4400,0,-1.5728,1.0472,-0.3050,-0.9196,0.2609,-0.2936,-0.0774,1.2224,1.5310
5.4827,0,-1.5728,1.0470,-0.3044,-0.9196,0.2608,-0.2936,-0.0728,1.2242,1.5310
5.5040,0,-1.5728,1.0470,-0.3044,-0.9196,0.2610,-0.2937,-0.0697,1.2252,1.5310
5.5253,0,-1.5728,1.0469,-0.3044,-0.9197,0.2609,-0.2934,-0.0653,1.2266,1.5310
5.5467,0,-1.5728,1.0468,-0.3045,-0.9196,0.2610,-0.2936,-0.0593,1.2282,1.5310
5.5893,0,-1.5728,1.0467,-0.3046,-0.9196,0.2610,-0.2937,-0.0528,1.2296,1.5310
5.6320,0,-1.5728,1.0466,-0.3046,-0.9196,0.2609,-0.2937,-0.0464,1.2307,1.5310
5.6533,0,-1.5725,1.0463,-0.3047,-0.9196,0.2611,-0.2936,-0.0392,1.2317,1.5310
5.6960,0,-1.5728,1.0471,-0.3048,-0.9195,0.2610,-0.2939,-0.0309,1.2326,1.5310
5.7387,0,-1.5728,1.0471,-0.3046,-0.9195,0.2609,-0.2941,-0.0252,1.2330,1.5310
5.7600,0,-1.5728,1.0470,-0.3045,-0.9196,0.2609,-0.2937,-0.0183,1.2333,1.5310
5.8027,0,-1.5728,1.0470,-0.3045,-0.9196,0.2608,-0.2937,-0.0110,1.2334,1.5310
5.8240,0,-1.5727,1.0470,-0.3049,-0.9197,0.2608,-0.2936,-0.0049,1.2333,1.5310
5.8667,0,-1.5727,1.0469,-0.3044,-0.9197,0.2607,-0.2935,0.0035,1.2330,1.5310
5.8880,0,-1.5727,1.0468,-0.3045,-0.9196,0.2606,-0.2940,0.0085,1.2326,1.5310
5.9093,0,-1.5727,1.0467,-0.3050,-0.9197,0.2606,-0.2938,0.0148,1.2320,1.5310
5.9307,0,-1.5727,1.0466,-0.3050,-0.9196,0.2605,-0.2939,0.0208,1.2313,1.5310
5.9520,0,-1.5728,1.0469,-0.3053,-0.9196,0.2605,-0.2941,0.0267,1.2305,1.5310
5.9947,0,-1.5727,1.0469,-0.3058,-0.9194,0.2609,-0.2943,0.0324,1.2295,1.5310
6.0373,0,-1.5727,1.0468,-0.3059,-0.9195,0.2606,-0.2943,0.0398,1.2280,1.5310
6.0373,0,-1.5727,1.0469,-0.3057,-0.9195,0.2606,-0.2944,0.0434,1.2271,1.5310
6.0800,0,-1.5727,1.0469,-0.3058,-0.9195,0.2605,-0.2945,0.0489,1.2257,1.5310
6.1013,0,-1.5726,1.0469,-0.3059,-0.9194,0.2607,-0.2945,0.0532,1.2244,1.5310
6.1227,0,-1.5726,1.0469,-0.3060,-0.9194,0.2607,-0.2944,0.0576,1.2229,1.5310
6.1440,0,-1.5726,1.0469,-0.3061,-0.9194,0.2607,-0.2946,0.0619,1.2213,1.5310
6.1867,0,-1.5726,1.0468,-0.3058,-0.9194,0.2607,-0.2944,0.0674,1.2189,1.5310
6.2293,0,-1.5725,1.0467,-0.3058,-0.9194,0.2607,-0.2945,0.0732,1.2160,1.5310
6.2507,0,-1.5725,1.0467,-0.3059,-0.9194,0.2607,-0.2947,0.0766,1.2140,1.5310
6.2720,0,-1.5724,1.0467,-0.3059,-0.9194,0.2606,-0.2946,0.0795,1.2120,1.5310
6.2933,0,-1.5724,1.0467,-0.3060,-0.9194,0.2606,-0.2947,0.0821,1.2101,1.5310
6.3360,0,-1.5724,1.0467,-0.3060,-0.9194,0.2606,-0.2947,0.0846,1.2080,1.5310
6.3573,0,-1.5723,1.0467,-0.3061,-0.9194,0.2606,-0.2947,0.0883,1.2042,1.5310
6.3787,0,-1.5723,1.0467,-0.3063,-0.9194,0.2606,-0.2947,0.0909,1.2008,1.5310
6.4000,0,-1.5722,1.0466,-0.3063,-0.9194,0.2605,-0.2947,0.0924,1.1984,1.5310
6.4213,0,-1.5722,1.0466,-0.3063,-0.9194,0.2605,-0.2947,0.0935,1.1963,1.5310
6.4640,0,-1.5722,1.0466,-0.3063,-0.9194,0.2605,-0.2947,0.0945,1.1936,1.5310
6.5067,0,-1.5727,1.0469,-0.3056,-0.9194,0.2608,-0.2943,0.0952,1.1913,1.5310
6.5280,0,-1.5727,1.0469,-0.3056,-0.9194,0.2608,-0.2944,0.0958,1.1878,1.5310
6.5493,0,-1.5727,1.0470,-0.3057,-0.9194,0.2609,-0.2943,0.0960,1.1840,1.5310
6.5707,0,-1.5727,1.0470,-0.3060,-0.9194,0.2608,-0.2944,0.0958,1.1816,1.5310
6.5920,0,-1.5727,1.0470,-0.3060,-0.9194,0.2608,-0.2945,0.0955,1.1791,1.5310
6.6133,0,-1.5727,1.0470,-0.3061,-0.9193,0.2608,-0.2946,0.0949,1.1764,1.5310
6.6347,0,-1.5727,1.0470,-0.3061,-0.9194,0.2609,-0.2944,0.0942,1.1741,1.5310
6.6347,0,-1.5727,1.0471,-0.3061,-0.9193,0.2610,-0.2944,0.0933,1.1717,1.5310
6.6773,0,-1.5727,1.0471,-0.3062,-0.9194,0.2609,-0.2944,0.0916,1.1677,1.5310
6.6987,0,-1.5727,1.0471,-0.3063,-0.9193,0.2609,-0.2946,0.0894,1.1637,1.5310
6.7200,0,-1.5728,1.0471,-0.3058,-0.9193,0.2608,-0.2947,0.0878,1.1612,1.5310
6.7413,0,-1.5729,1.0472,-0.3059,-0.9193,0.2608,-0.2946,0.0858,1.1583,1.5310
6.7627,0,-1.5729,1.0472,-0.3059,-0.9194,0.2607,-0.2944,0.0841,1.1560,1.5310
6.7840,0,-1.5729,1.0472,-0.3059,-0.9193,0.2608,-0.2947,0.0820,1.1534,1.5310
6.8053,0,-1.5728,1.0469,-0.3047,-0.9195,0.2612,-0.2937,0.0799,1.1509,1.5310
6.8267,0,-1.5728,1.0468,-0.3046,-0.9195,0.2612,-0.2937,0.0766,1.1474,1.5310
6.8693,0,-1.5728,1.0468,-0.3045,-0.9195,0.2612,-0.2938,0.0725,1.1432,1.5310
6.8907,0,-1.5729,1.0471,-0.3043,-0.9196,0.2612,-0.2933,0.0696,1.1405,1.5310
6.9120,0,-1.5729,1.0471,-0.3044,-0.9196,0.2611,-0.2936,0.0644,1.1359,1.5310
6.9333,0,-1.5729,1.0471,-0.3044,-0.9197,0.2610,-0.2934,0.0613,1.1332,1.5310
