trialIndex,alertNumber,scheduledStartSec,actualStartSec,trialInitiatedUtc,correctDirection,responseDirection,responseTimeSec,reactionTimeSec,outcome
0,1,2,2.14,2026-02-09T00:27:37.2291193Z,Right,Unknown,-1,-1,Missed
1,2,9.849,9.863,2026-02-09T00:27:44.9349810Z,Right,Unknown,-1,-1,Missed
