timeSec,targetXpx,targetYpx,cursorXpx,cursorYpx,errorPx,onBoard,contact,stamina
-0.036,-3.035,-3.974,0,0,5,0,0,1
0.007,-6.069,-7.948,0,0,10,0,0,0.999
1.457,-56.645,-74.179,0,0,93.333,0,0,0.998
2.14,-107.22,-140.41,0,0,176.667,0,0,0.985
2.161,-111.23,-145.661,0,0,183.273,0,0,0.972
2.183,-114.194,-149.543,0,0,188.157,0,0,0.97
2.204,-117.467,-153.829,0,0,193.551,0,0,0.969
2.225,-120.844,-158.251,0,0,199.115,0,0,0.969
2.247,-124.295,-162.77,0,0,204.801,0,0,0.968
2.289,-128.021,-167.65,0,0,210.941,0,0,0.967
2.311,-131.706,-172.475,0,0,217.012,0,0,0.966
2.332,-135.327,-177.218,0,0,222.979,0,0,0.965
2.353,-139.149,-182.222,0,0,229.276,0,0,0.964
2.396,-143.251,-187.595,0,0,236.035,0,0,0.963
2.417,-147.327,-192.932,0,0,242.751,0,0,0.962
2.417,-151.338,-198.184,0,0,249.36,0,0,0.961
2.439,-155.316,-203.394,0,0,255.914,0,0,0.96
2.481,-159.341,-208.665,0,0,262.547,0,0,0.959
2.503,-163.296,-213.844,0,0,269.063,0,0,0.957
2.524,-167.354,-219.158,0,0,275.75,0,0,0.956
2.567,-171.368,-224.415,0,0,282.364,0,0,0.955
2.588,-175.272,-229.528,0,0,288.796,0,0,0.954
2.609,-179.519,-235.089,0,0,295.794,0,0,0.953
2.652,-183.9,-240.826,0,0,303.013,0,0,0.952
2.673,-187.936,-246.111,0,0,309.662,0,0,0.951
2.695,-192.09,-251.551,0,0,316.507,0,0,0.95
2.737,-196.104,-256.808,0,0,323.12,0,0,0.949
2.759,-200.272,-262.266,0,0,329.989,0,0,0.948
2.78,-204.27,-267.502,0,0,336.576,0,0,0.947
2.801,-208.245,-272.707,0,0,343.125,0,0,0.946
2.844,-212.291,-278.005,0,0,349.792,0,0,0.945
2.865,-216.226,-283.158,0,0,356.276,0,0,0.944
2.887,-220.104,-288.236,0,0,362.665,0,0,0.942
2.887,-224.014,-293.357,0,0,369.108,0,0,0.941
2.929,-227.905,-298.453,0,0,375.519,0,0,0.94
2.951,-231.724,-303.454,0,0,381.811,0,0,0.939
2.972,-235.615,-308.549,0,0,388.223,0,0,0.938
2.993,-239.337,-313.424,0,0,394.356,0,0,0.937
3.036,-243.07,-318.312,0,0,400.507,0,0,0.936
3.057,-246.798,-323.194,0,0,406.649,0,0,0.935
3.079,-250.628,-328.209,0,0,412.959,0,0,0.934
3.1,-254.128,-332.793,0,0,418.727,0,0,0.933
3.121,-257.821,-337.629,0,0,424.811,0,0,0.933
3.164,-261.599,-342.577,0,0,431.038,0,0,0.932
3.185,-265.465,-347.639,0,0,437.407,0,0,0.931
3.207,-269.388,-352.777,0,0,443.871,0,0,0.929
3.228,-273.577,-358.262,0,0,450.773,0,0,0.928
3.271,-277.221,-356.074,0,0,451.265,0,0,0.927
3.292,-280.403,-350.148,0,0,448.586,0,0,0.926
3.313,-283.527,-344.327,0,0,446.037,0,0,0.925
3.356,-286.866,-338.109,0,0,443.407,0,0,0.924
3.377,-290.194,-331.908,0,0,440.881,0,0,0.923
3.377,-293.404,-325.93,0,0,438.538,0,0,0.922
3.42,-296.597,-319.981,0,0,436.3,0,0,0.921
3.441,-299.772,-314.066,0,0,434.167,0,0,0.92
3.463,-303.011,-308.032,0,0,432.088,0,0,0.919
3.527,-306.33,-301.85,0,0,430.06,0,0,0.918
3.527,-309.339,-296.246,0,0,428.313,0,0,0.916
3.569,-312.94,-289.537,0,0,426.337,0,0,0.915
3.591,-315.838,-284.138,0,0,424.839,0,0,0.914
3.612,-318.886,-278.46,0,0,423.354,0,0,0.913
3.633,-321.968,-272.72,0,0,421.947,0,0,0.912
3.676,-325.358,-266.404,0,0,420.511,0,0,0.911
3.697,-328.413,-260.714,0,0,419.317,0,0,0.91
3.719,-331.523,-254.92,0,0,418.201,0,0,0.909
3.761,-334.842,-248.737,0,0,417.121,0,0,0.908
3.783,-338.311,-242.276,0,0,416.115,0,0,0.907
3.804,-341.828,-235.724,0,0,415.225,0,0,0.906
3.847,-344.611,-230.54,0,0,414.615,0,0,0.905
3.847,-347.257,-225.611,0,0,414.111,0,0,0.904
3.868,-349.936,-220.621,0,0,413.677,0,0,0.903
3.911,-352.554,-215.743,0,0,413.327,0,0,0.902
3.932,-355.236,-210.747,0,0,413.046,0,0,0.901
3.953,-357.868,-205.844,0,0,412.846,0,0,0.9
3.975,-359.501,-200.944,0,0,411.849,0,0,0.899
3.996,-356.266,-196.124,0,0,406.682,0,0,0.898
4.017,-353.127,-191.447,0,0,401.685,0,0,0.897
4.039,-349.84,-186.549,0,0,396.471,0,0,0.896
4.039,-347.009,-182.33,0,0,391.994,0,0,0.895
4.081,-343.934,-177.749,0,0,387.15,0,0,0.895
4.103,-340.774,-173.041,0,0,382.192,0,0,0.894
4.124,-337.755,-168.542,0,0,377.472,0,0,0.893
4.145,-334.629,-163.884,0,0,372.605,0,0,0.892
4.167,-331.494,-159.214,0,0,367.747,0,0,0.891
4.188,-328.345,-154.521,0,0,362.887,0,0,0.89
4.209,-325.285,-149.962,0,0,358.188,0,0,0.889
4.231,-322.192,-145.353,0,0,353.461,0,0,0.888
4.252,-319.064,-140.693,0,0,348.707,0,0,0.887
4.273,-315.907,-135.988,0,0,343.933,0,0,0.887
4.316,-312.691,-131.197,0,0,339.099,0,0,0.886
4.337,-309.707,-126.75,0,0,334.64,0,0,0.885
4.359,-306.514,-121.992,0,0,329.898,0,0,0.884
4.38,-303.584,-117.627,0,0,325.575,0,0,0.883
4.401,-300.462,-112.976,0,0,321,0,0,0.882
4.423,-297.382,-108.387,0,0,316.519,0,0,0.881
4.444,-294.303,-103.798,0,0,312.071,0,0,0.88
4.465,-291.151,-99.102,0,0,307.555,0,0,0.879
4.487,-288.083,-94.531,0,0,303.196,0,0,0.879
4.487,-284.858,-89.725,0,0,298.654,0,0,0.878
4.508,-281.859,-85.257,0,0,294.471,0,0,0.877
4.529,-278.797,-80.695,0,0,290.24,0,0,0.876
4.551,-275.633,-75.98,0,0,285.914,0,0,0.875
4.593,-272.548,-71.383,0,0,281.741,0,0,0.874
4.615,-269.555,-66.924,0,0,277.739,0,0,0.873
4.636,-266.439,-62.281,0,0,273.621,0,0,0.872
4.657,-263.274,-57.565,0,0,269.493,0,0,0.871
4.679,-260.2,-52.986,0,0,265.54,0,0,0.871
4.7,-257.026,-48.256,0,0,261.517,0,0,0.87
4.721,-253.887,-43.578,0,0,257.599,0,0,0.869
4.743,-250.945,-39.195,0,0,253.988,0,0,0.868
4.764,-247.828,-34.551,0,0,250.224,0,0,0.867
4.785,-244.743,-29.955,0,0,246.57,0,0,0.866
4.807,-241.674,-25.381,0,0,243.003,0,0,0.865
4.828,-238.563,-20.746,0,0,239.463,0,0,0.864
4.871,-235.425,-16.071,0,0,235.973,0,0,0.863
4.892,-232.319,-11.443,0,0,232.601,0,0,0.863
4.913,-229.168,-6.747,0,0,229.267,0,0,0.862
4.935,-226.092,-2.165,0,0,226.103,0,0,0.861
4.956,-223.038,2.386,0,0,223.051,0,0,0.86
4.977,-219.955,6.98,0,0,220.065,0,0,0.859
4.977,-216.823,11.647,0,0,217.135,0,0,0.858
4.999,-213.699,16.301,0,0,214.32,0,0,0.857
5.02,-210.552,20.99,0,0,211.596,0,0,0.856
5.041,-207.459,25.599,0,0,209.032,0,0,0.855
5.063,-204.368,30.204,0,0,206.588,0,0,0.855
5.105,-201.304,34.77,0,0,204.285,0,0,0.854
5.127,-198.237,39.339,0,0,202.103,0,0,0.853
5.148,-195.15,43.938,0,0,200.036,0,0,0.852
5.169,-192.041,48.572,0,0,198.088,0,0,0.851
5.191,-188.934,53.201,0,0,196.281,0,0,0.85
5.212,-185.786,57.892,0,0,194.597,0,0,0.849
5.233,-182.729,62.446,0,0,193.105,0,0,0.848
5.255,-179.659,67.02,0,0,191.753,0,0,0.847
5.276,-176.553,71.648,0,0,190.537,0,0,0.847
5.297,-173.388,76.364,0,0,189.46,0,0,0.846
5.319,-170.229,81.071,0,0,188.548,0,0,0.845
5.34,-167.164,85.639,0,0,187.823,0,0,0.844
5.383,-164.048,90.282,0,0,187.249,0,0,0.843
5.404,-161.054,94.742,0,0,186.854,0,0,0.842
5.425,-158.009,99.279,0,0,186.61,0,0,0.841
5.447,-154.887,103.931,0,0,186.525,0,0,0.84
5.447,-151.835,108.478,0,0,186.605,0,0,0.839
5.468,-148.691,113.163,0,0,186.855,0,0,0.839
5.489,-145.509,117.904,0,0,187.281,0,0,0.838
