trialIndex,alertNumber,scheduledStartSec,actualStartSec,trialInitiatedUtc,correctDirection,responseDirection,responseTimeSec,reactionTimeSec,outcome
0,1,2,2.012,2026-02-09T00:16:15.0479991Z,Right,Unknown,-1,-1,Missed
1,2,9.849,9.863,2026-02-09T00:16:22.8983869Z,Right,Unknown,-1,-1,Missed
