timeSec,targetXpx,targetYpx,cursorXpx,cursorYpx,errorPx,onBoard,contact,stamina
-0.079,0,0,0,0,0,0,0,1
-0.057,-4.807,-1.376,0,0,5,0,0,0.999
0.284,-9.614,-2.752,0,0,10,0,0,0.998
1.18,-89.73,-25.685,0,0,93.333,0,0,0.985
1.223,-169.845,-48.618,0,-84.6,173.615,1,0,0.972
1.244,-180.118,-51.558,0,-84.6,183.124,1,0,0.97
1.287,-184.754,-52.885,0,-84.6,187.457,1,0,0.969
1.351,-192.967,-55.236,0,-84.6,195.188,1,0,0.968
1.393,-209.687,-60.022,0,-84.6,211.123,1,0,0.965
1.415,-224.755,-64.335,0,-84.6,225.667,1,0,0.963
1.436,-227.385,-65.088,0,-84.6,228.221,1,0,0.962
1.457,-236.469,-67.688,0,-84.6,237.073,1,0,0.961
1.479,-241.729,-69.194,0,-84.6,242.22,1,0,0.96
1.585,-247.403,-70.818,0,-84.6,247.786,1,0,0.959
1.649,-268.278,-76.794,0,-84.6,268.392,1,0,0.955
1.671,-283.41,-81.125,0,-84.6,283.431,1,0,0.953
1.692,-289.573,-82.889,0,-84.6,289.578,1,0,0.952
1.713,-295.238,-84.511,0,-84.6,295.238,1,0,0.951
1.735,-300.695,-86.073,0,-84.6,300.698,1,0,0.95
1.777,-302.836,-86.686,0,-84.6,302.843,1,0,0.95
1.884,-313.467,-89.729,0,-84.6,313.509,1,0,0.948
1.969,-335.393,-96.005,0,-84.6,335.587,1,0,0.944
2.012,-356.488,-104.054,0,-84.6,357.019,1,0,0.94
2.076,-348.607,-105.759,0,-84.6,349.249,1,0,0.938
2.14,-333.557,-109.014,0,-84.6,334.449,1,0,0.936
2.183,-319.25,-112.108,0,-84.6,320.433,1,0,0.933
2.247,-302.803,-115.666,0,-84.6,304.392,1,0,0.931
2.289,-292.705,-117.85,0,-84.6,294.588,1,0,0.929
2.311,-284.415,-119.643,0,-84.6,286.566,1,0,0.928
2.332,-279.056,-120.802,0,-84.6,281.394,1,0,0.927
2.439,-271.101,-122.523,0,-84.6,273.74,1,0,0.926
2.46,-245.93,-127.967,0,-84.6,249.724,1,0,0.921
2.481,-236.238,-130.063,0,-84.6,240.573,1,0,0.92
2.524,-230.765,-131.247,0,-84.6,235.432,1,0,0.919
2.524,-224.886,-132.519,0,-84.6,229.934,1,0,0.918
2.567,-219.096,-133.771,0,-84.6,224.546,1,0,0.917
2.78,-214.601,-134.743,0,-84.6,220.381,1,0,0.916
2.801,-164.187,-145.647,0,-84.6,175.169,1,0,0.908
2.823,-156.828,-147.239,0,-84.6,168.875,1,0,0.907
3.655,-152.06,-148.27,0,-84.6,164.852,1,0,0.906
6.236,-70.61,-165.887,0,-84.6,107.673,1,0,0.893
9.009,10.84,-183.504,0,-84.6,99.497,1,0,0.879
9.009,92.29,-201.121,0,-84.6,148.643,1,0,0.866
9.031,99.615,-202.706,0,-84.6,154.506,1,0,0.865
9.052,104.621,-203.789,0,-84.6,158.592,1,0,0.864
9.095,109.873,-204.924,0,-84.6,162.942,1,0,0.863
9.116,115.648,-206.174,0,-84.6,167.794,1,0,0.862
9.137,121.164,-207.367,0,-84.6,172.489,1,0,0.861
9.329,126.07,-208.428,0,-84.6,176.711,1,0,0.861
9.436,172.433,-218.456,0,-84.6,218.29,1,0,0.853
9.585,202.183,-224.89,0,-84.6,246.088,1,0,0.848
9.607,233.03,-231.562,0,-84.6,275.501,1,0,0.843
9.628,241.827,-233.465,0,-84.6,283.973,1,0,0.842
9.649,247.714,-234.738,0,-84.6,289.661,1,0,0.841
9.671,252.965,-235.874,0,-84.6,294.746,1,0,0.84
9.692,258.206,-237.008,0,-84.6,299.831,1,0,0.839
9.713,263.832,-238.225,0,-84.6,305.299,1,0,0.838
9.735,269.153,-239.376,0,-84.6,310.482,1,0,0.837
9.756,271.894,-239.968,0,-84.6,313.154,1,0,0.837
9.905,279.994,-241.72,0,-84.6,321.066,1,0,0.835
10.076,310.399,-248.297,0,-84.6,350.919,1,0,0.83
10.097,358.585,-258.719,0,-84.6,398.623,1,0,0.822
10.119,356.363,-259.433,0,-84.6,396.94,1,0,0.822
10.14,350.249,-259.826,0,-84.6,391.636,1,0,0.821
10.183,344.802,-260.176,0,-84.6,386.931,1,0,0.82
