t_audio_sec,ray_on_target,origin_x,origin_y,origin_z,dir_x,dir_y,dir_z,target_x,target_y,target_z
1.4720,0,-1.2629,0.6311,-0.0071,-0.4449,0.1252,0.8868,0.1036,1.3694,-1.1750
1.4933,0,-1.2623,0.6313,-0.0073,-0.4449,0.1250,0.8868,0.0999,1.3684,-1.1750
1.5360,0,-1.2611,0.6315,-0.0082,-0.4447,0.1256,0.8868,0.0936,1.3667,-1.1750
1.5573,0,-1.2618,0.6313,-0.0078,-0.4449,0.1253,0.8868,0.0882,1.3652,-1.1750
1.5787,0,-1.2623,0.6312,-0.0076,-0.4451,0.1252,0.8867,0.0842,1.3640,-1.1750
1.6000,0,-1.2624,0.6312,-0.0072,-0.4450,0.1251,0.8867,0.0795,1.3624,-1.1750
1.6213,0,-1.2630,0.6311,-0.0067,-0.4452,0.1248,0.8867,0.0743,1.3606,-1.1750
1.6427,0,-1.2640,0.6309,-0.0062,-0.4453,0.1250,0.8866,0.0682,1.3583,-1.1750
1.6853,0,-1.2639,0.6310,-0.0063,-0.4453,0.1250,0.8866,0.0627,1.3561,-1.1750
1.7067,0,-1.2638,0.6311,-0.0066,-0.4452,0.1253,0.8866,0.0578,1.3540,-1.1750
1.7067,0,-1.2635,0.6311,-0.0066,-0.4452,0.1251,0.8867,0.0513,1.3510,-1.1750
1.7493,0,-1.2638,0.6309,-0.0062,-0.4452,0.1248,0.8867,0.0472,1.3489,-1.1750
1.7707,0,-1.2632,0.6312,-0.0065,-0.4450,0.1252,0.8867,0.0426,1.3464,-1.1750
1.7920,0,-1.2639,0.6310,-0.0061,-0.4451,0.1248,0.8867,0.0384,1.3439,-1.1750
1.8133,0,-1.2637,0.6311,-0.0064,-0.4451,0.1249,0.8867,0.0345,1.3415,-1.1750
1.8347,0,-1.2635,0.6312,-0.0065,-0.4451,0.1251,0.8867,0.0307,1.3389,-1.1750
1.8773,0,-1.2636,0.6313,-0.0066,-0.4450,0.1249,0.8868,0.0255,1.3351,-1.1750
1.8987,0,-1.2636,0.6313,-0.0063,-0.4451,0.1250,0.8867,0.0224,1.3325,-1.1750
1.9200,0,-1.2631,0.6314,-0.0066,-0.4451,0.1252,0.8867,0.0194,1.3298,-1.1750
1.9413,0,-1.2628,0.6314,-0.0069,-0.4450,0.1251,0.8867,0.0166,1.3269,-1.1750
1.9840,0,-1.2625,0.6315,-0.0072,-0.4449,0.1252,0.8868,0.0140,1.3241,-1.1750
2.0053,0,-1.2621,0.6317,-0.0076,-0.4447,0.1255,0.8868,0.0115,1.3210,-1.1750
2.0480,0,-1.2616,0.6314,-0.0078,-0.4446,0.1254,0.8869,0.0084,1.3165,-1.1750
2.0693,0,-1.2611,0.6317,-0.0082,-0.4446,0.1256,0.8869,0.0066,1.3133,-1.1750
2.0907,0,-1.2616,0.6313,-0.0080,-0.4449,0.1254,0.8868,0.0049,1.3095,-1.1750
2.1120,0,-1.2620,0.6313,-0.0077,-0.4450,0.1254,0.8867,0.0038,1.3065,-1.1750
2.1333,0,-1.2621,0.6313,-0.0076,-0.4449,0.1254,0.8867,0.0029,1.3031,-1.1750
2.1760,0,-1.2620,0.6314,-0.0077,-0.4449,0.1255,0.8867,0.0024,1.3001,-1.1750
2.1760,0,-1.2618,0.6314,-0.0078,-0.4450,0.1255,0.8867,0.0020,1.2960,-1.1750
2.1973,0,-1.2614,0.6314,-0.0081,-0.4450,0.1256,0.8867,0.0020,1.2931,-1.1750
2.2187,0,-1.2613,0.6315,-0.0080,-0.4449,0.1253,0.8868,0.0023,1.2899,-1.1750
2.2400,0,-1.2614,0.6315,-0.0079,-0.4450,0.1253,0.8867,0.0029,1.2866,-1.1750
2.3040,0,-1.2624,0.6311,-0.0075,-0.4451,0.1252,0.8867,0.0037,1.2835,-1.1750
2.3253,0,-1.2631,0.6310,-0.0071,-0.4451,0.1254,0.8867,0.0047,1.2803,-1.1750
2.3467,0,-1.2621,0.6313,-0.0076,-0.4448,0.1254,0.8868,0.0059,1.2774,-1.1750
2.3467,0,-1.2621,0.6313,-0.0076,-0.4449,0.1253,0.8868,0.0073,1.2744,-1.1750
2.3680,0,-1.2615,0.6315,-0.0078,-0.4448,0.1249,0.8869,0.0092,1.2710,-1.1750
2.3893,0,-1.2615,0.6313,-0.0078,-0.4450,0.1252,0.8867,0.0112,1.2678,-1.1750
2.4107,0,-1.2611,0.6316,-0.0081,-0.4448,0.1255,0.8868,0.0136,1.2643,-1.1750
2.4533,0,-1.2614,0.6317,-0.0079,-0.4450,0.1254,0.8867,0.0165,1.2607,-1.1750
2.4747,0,-1.2615,0.6316,-0.0081,-0.4451,0.1253,0.8867,0.0196,1.2572,-1.1750
2.5173,0,-1.2622,0.6314,-0.0075,-0.4450,0.1251,0.8868,0.0245,1.2522,-1.1750
2.5387,0,-1.2619,0.6314,-0.0078,-0.4449,0.1253,0.8868,0.0289,1.2482,-1.1750
2.5600,0,-1.2616,0.6314,-0.0081,-0.4448,0.1253,0.8868,0.0329,1.2447,-1.1750
2.6240,0,-1.2614,0.6315,-0.0081,-0.4445,0.1254,0.8870,0.0410,1.2385,-1.1750
2.6453,0,-1.2621,0.6312,-0.0077,-0.4447,0.1252,0.8869,0.0469,1.2343,-1.1750
2.7093,0,-1.2618,0.6315,-0.0077,-0.4447,0.1251,0.8869,0.0556,1.2287,-1.1750
2.7307,0,-1.2610,0.6317,-0.0082,-0.4447,0.1252,0.8869,0.0613,1.2252,-1.1750
2.7733,0,-1.2610,0.6317,-0.0082,-0.4448,0.1251,0.8868,0.0680,1.2214,-1.1750
2.7947,0,-1.2610,0.6318,-0.0081,-0.4448,0.1255,0.8868,0.0750,1.2176,-1.1750
2.8160,0,-1.2610,0.6317,-0.0083,-0.4448,0.1257,0.8868,0.0820,1.2140,-1.1750
2.8587,0,-1.2609,0.6316,-0.0083,-0.4448,0.1256,0.8868,0.0908,1.2098,-1.1750
2.8800,0,-1.2608,0.6317,-0.0083,-0.4447,0.1256,0.8868,0.0961,1.2073,-1.1750
2.9227,0,-1.2614,0.6316,-0.0082,-0.4447,0.1258,0.8868,0.1028,1.2044,-1.1750
2.9440,0,-1.2614,0.6317,-0.0082,-0.4447,0.1255,0.8868,0.1092,1.2017,-1.1750
2.9653,0,-1.2608,0.6317,-0.0083,-0.4447,0.1257,0.8868,0.1158,1.1990,-1.1750
3.0080,0,-1.2607,0.6316,-0.0087,-0.4448,0.1259,0.8867,0.1237,1.1960,-1.1750
3.0293,0,-1.2608,0.6316,-0.0087,-0.4449,0.1260,0.8867,0.1280,1.1943,-1.1750
3.0720,0,-1.2600,0.6316,-0.0093,-0.4448,0.1258,0.8868,0.1342,1.1921,-1.1750
3.0933,0,-1.2594,0.6318,-0.0097,-0.4448,0.1261,0.8867,0.1395,1.1903,-1.1750
3.1147,0,-1.2594,0.6318,-0.0097,-0.4447,0.1258,0.8868,0.1451,1.1884,-1.1750
3.1573,0,-1.2599,0.6315,-0.0095,-0.4447,0.1258,0.8868,0.1508,1.1866,-1.1750
3.1787,0,-1.2593,0.6317,-0.0098,-0.4448,0.1255,0.8868,0.1567,1.1849,-1.1750
3.2000,0,-1.2600,0.6316,-0.0092,-0.4449,0.1254,0.8867,0.1598,1.1840,-1.1750
3.2213,0,-1.2602,0.6317,-0.0090,-0.4446,0.1254,0.8869,0.1643,1.1827,-1.1750
3.2427,0,-1.2596,0.6319,-0.0092,-0.4446,0.1256,0.8869,0.1685,1.1816,-1.1750
3.2853,0,-1.2602,0.6317,-0.0087,-0.4448,0.1253,0.8868,0.1731,1.1805,-1.1750
3.3067,0,-1.2603,0.6318,-0.0088,-0.4448,0.1255,0.8868,0.1763,1.1798,-1.1750
3.3067,0,-1.2601,0.6318,-0.0090,-0.4448,0.1256,0.8868,0.1798,1.1791,-1.1750
3.3493,0,-1.2609,0.6314,-0.0088,-0.4451,0.1255,0.8867,0.1838,1.1783,-1.1750
3.3707,0,-1.2607,0.6316,-0.0086,-0.4449,0.1252,0.8868,0.1884,1.1776,-1.1750
3.4133,0,-1.2610,0.6316,-0.0084,-0.4447,0.1252,0.8869,0.1909,1.1773,-1.1750
3.4347,0,-1.2610,0.6316,-0.0084,-0.4448,0.1254,0.8868,0.1931,1.1771,-1.1750
3.4560,0,-1.2612,0.6315,-0.0083,-0.4447,0.1254,0.8869,0.1950,1.1770,-1.1750
3.4773,0,-1.2610,0.6316,-0.0084,-0.4446,0.1254,0.8869,0.1967,1.1770,-1.1750
3.4987,0,-1.2605,0.6317,-0.0087,-0.4445,0.1254,0.8870,0.1986,1.1772,-1.1750
3.5413,0,-1.2604,0.6317,-0.0087,-0.4447,0.1253,0.8869,0.2004,1.1776,-1.1750
3.5627,0,-1.2605,0.6318,-0.0087,-0.4445,0.1251,0.8870,0.2011,1.1780,-1.1750
3.5840,0,-1.2609,0.6317,-0.0086,-0.4446,0.1254,0.8869,0.2015,1.1784,-1.1750
3.6053,0,-1.2612,0.6317,-0.0085,-0.4447,0.1254,0.8869,0.2019,1.1789,-1.1750
3.6267,0,-1.2613,0.6317,-0.0084,-0.4448,0.1254,0.8868,0.2020,1.1795,-1.1750
3.6480,0,-1.2611,0.6318,-0.0083,-0.4447,0.1255,0.8869,0.2019,1.1802,-1.1750
3.6907,0,-1.2615,0.6314,-0.0080,-0.4447,0.1253,0.8869,0.2012,1.1815,-1.1750
3.7120,0,-1.2606,0.6317,-0.0085,-0.4447,0.1253,0.8869,0.2001,1.1829,-1.1750
3.7547,0,-1.2605,0.6317,-0.0085,-0.4445,0.1252,0.8870,0.1991,1.1840,-1.1750
3.7760,0,-1.2605,0.6318,-0.0085,-0.4446,0.1254,0.8869,0.1979,1.1851,-1.1750
3.7760,0,-1.2605,0.6318,-0.0084,-0.4446,0.1252,0.8870,0.1956,1.1870,-1.1750
3.7973,0,-1.2603,0.6317,-0.0087,-0.4446,0.1250,0.8870,0.1940,1.1882,-1.1750
3.8187,0,-1.2601,0.6317,-0.0092,-0.4447,0.1255,0.8869,0.1915,1.1900,-1.1750
3.8613,0,-1.2604,0.6317,-0.0090,-0.4446,0.1254,0.8869,0.1886,1.1920,-1.1750
3.8827,0,-1.2605,0.6316,-0.0089,-0.4448,0.1253,0.8868,0.1864,1.1934,-1.1750
3.9040,0,-1.2606,0.6316,-0.0087,-0.4447,0.1252,0.8869,0.1841,1.1948,-1.1750
3.9040,0,-1.2601,0.6318,-0.0092,-0.4448,0.1254,0.8868,0.1819,1.1962,-1.1750
3.9467,0,-1.2599,0.6318,-0.0093,-0.4449,0.1258,0.8867,0.1794,1.1977,-1.1750
3.9467,0,-1.2601,0.6317,-0.0095,-0.4448,0.1258,0.8867,0.1770,1.1992,-1.1750
3.9680,0,-1.2600,0.6317,-0.0093,-0.4448,0.1257,0.8868,0.1741,1.2009,-1.1750
3.9893,0,-1.2601,0.6317,-0.0094,-0.4450,0.1253,0.8867,0.1701,1.2032,-1.1750
4.0320,0,-1.2597,0.6317,-0.0095,-0.4447,0.1257,0.8868,0.1656,1.2058,-1.1750
4.0533,0,-1.2596,0.6317,-0.0093,-0.4447,0.1252,0.8869,0.1596,1.2092,-1.1750
4.0747,0,-1.2608,0.6315,-0.0084,-0.4448,0.1253,0.8868,0.1565,1.2110,-1.1750
4.1173,0,-1.2601,0.6318,-0.0089,-0.4446,0.1257,0.8868,0.1503,1.2145,-1.1750
4.1387,0,-1.2600,0.6318,-0.0092,-0.4448,0.1257,0.8868,0.1470,1.2163,-1.1750
4.1600,0,-1.2610,0.6315,-0.0086,-0.4449,0.1253,0.8868,0.1420,1.2191,-1.1750
4.1813,0,-1.2615,0.6313,-0.0080,-0.4449,0.1256,0.8867,0.1360,1.2224,-1.1750
4.2240,0,-1.2613,0.6314,-0.0080,-0.4449,0.1254,0.8868,0.1292,1.2263,-1.1750
4.2453,0,-1.2615,0.6314,-0.0077,-0.4449,0.1249,0.8868,0.1226,1.2300,-1.1750
4.2667,0,-1.2610,0.6315,-0.0086,-0.4450,0.1256,0.8867,0.1187,1.2322,-1.1750
4.2880,0,-1.2610,0.6316,-0.0083,-0.4448,0.1254,0.8868,0.1104,1.2370,-1.1750
4.3093,0,-1.2608,0.6315,-0.0085,-0.4448,0.1251,0.8868,0.1049,1.2402,-1.1750
4.3733,0,-1.2610,0.6317,-0.0084,-0.4448,0.1256,0.8868,0.0981,1.2442,-1.1750
4.3947,0,-1.2606,0.6316,-0.0085,-0.4447,0.1253,0.8869,0.0915,1.2481,-1.1750
4.4160,0,-1.2607,0.6317,-0.0086,-0.4448,0.1253,0.8868,0.0848,1.2522,-1.1750
4.4587,0,-1.2609,0.6318,-0.0086,-0.4448,0.1256,0.8868,0.0767,1.2573,-1.1750
4.4800,0,-1.2613,0.6317,-0.0085,-0.4448,0.1254,0.8868,0.0713,1.2608,-1.1750
4.5013,0,-1.2615,0.6316,-0.0083,-0.4446,0.1254,0.8869,0.0652,1.2648,-1.1750
4.5440,0,-1.2608,0.6316,-0.0084,-0.4446,0.1251,0.8869,0.0595,1.2687,-1.1750
4.5653,0,-1.2603,0.6317,-0.0087,-0.4445,0.1251,0.8870,0.0557,1.2714,-1.1750
4.5867,0,-1.2601,0.6318,-0.0088,-0.4444,0.1254,0.8870,0.0498,1.2756,-1.1750
4.6080,0,-1.2594,0.6319,-0.0094,-0.4443,0.1254,0.8870,0.0455,1.2789,-1.1750
4.6507,0,-1.2594,0.6319,-0.0094,-0.4443,0.1256,0.8870,0.0409,1.2824,-1.1750
4.6720,0,-1.2601,0.6317,-0.0092,-0.4443,0.1253,0.8871,0.0360,1.2864,-1.1750
4.7147,0,-1.2600,0.6318,-0.0092,-0.4444,0.1255,0.8870,0.0306,1.2910,-1.1750
4.7360,0,-1.2604,0.6317,-0.0091,-0.4445,0.1255,0.8869,0.0278,1.2935,-1.1750
4.7573,0,-1.2607,0.6316,-0.0087,-0.4444,0.1256,0.8870,0.0230,1.2982,-1.1750
4.7787,0,-1.2601,0.6319,-0.0090,-0.4444,0.1253,0.8870,0.0196,1.3017,-1.1750
4.8213,0,-1.2609,0.6315,-0.0086,-0.4446,0.1251,0.8869,0.0168,1.3048,-1.1750
4.8427,0,-1.2606,0.6317,-0.0086,-0.4444,0.1255,0.8870,0.0136,1.3087,-1.1750
4.8853,0,-1.2606,0.6317,-0.0085,-0.4445,0.1251,0.8870,0.0107,1.3126,-1.1750
4.9067,0,-1.2605,0.6317,-0.0088,-0.4443,0.1255,0.8870,0.0083,1.3163,-1.1750
4.9067,0,-1.2610,0.6316,-0.0085,-0.4444,0.1254,0.8870,0.0070,1.3185,-1.1750
4.9280,0,-1.2612,0.6316,-0.0083,-0.4444,0.1253,0.8870,0.0056,1.3212,-1.1750
4.9493,0,-1.2613,0.6315,-0.0083,-0.4444,0.1250,0.8871,0.0042,1.3245,-1.1750
4.9920,0,-1.2613,0.6315,-0.0080,-0.4443,0.1251,0.8871,0.0030,1.3282,-1.1750
5.0133,0,-1.2613,0.6316,-0.0080,-0.4445,0.1248,0.8871,0.0024,1.3313,-1.1750
5.0347,0,-1.2608,0.6316,-0.0084,-0.4445,0.1250,0.8870,0.0020,1.3345,-1.1750
5.0773,0,-1.2609,0.6315,-0.0085,-0.4445,0.1249,0.8870,0.0020,1.3373,-1.1750
5.0987,0,-1.2606,0.6315,-0.0089,-0.4446,0.1250,0.8870,0.0023,1.3396,-1.1750
5.1200,0,-1.2605,0.6316,-0.0088,-0.4445,0.1253,0.8870,0.0029,1.3423,-1.1750
5.1413,0,-1.2605,0.6315,-0.0090,-0.4446,0.1252,0.8870,0.0039,1.3452,-1.1750
5.1627,0,-1.2606,0.6314,-0.0088,-0.4446,0.1249,0.8870,0.0051,1.3477,-1.1750
5.2053,0,-1.2597,0.6317,-0.0093,-0.4444,0.1252,0.8871,0.0067,1.3502,-1.1750
5.2267,0,-1.2595,0.6318,-0.0092,-0.4445,0.1250,0.8870,0.0088,1.3529,-1.1750
5.2480,0,-1.2605,0.6315,-0.0087,-0.4445,0.1249,0.8870,0.0106,1.3548,-1.1750
5.2907,0,-1.2607,0.6316,-0.0086,-0.4445,0.1252,0.8870,0.0134,1.3572,-1.1750
5.3120,0,-1.2605,0.6316,-0.0085,-0.4446,0.1249,0.8870,0.0165,1.3595,-1.1750
5.3333,0,-1.2603,0.6316,-0.0088,-0.4445,0.1255,0.8869,0.0197,1.3616,-1.1750
5.3760,0,-1.2613,0.6314,-0.0081,-0.4447,0.1249,0.8869,0.0244,1.3641,-1.1750
5.3760,0,-1.2616,0.6315,-0.0081,-0.4448,0.1249,0.8869,0.0269,1.3653,-1.1750
5.3973,0,-1.2613,0.6317,-0.0082,-0.4446,0.1251,0.8869,0.0312,1.3671,-1.1750
5.4400,0,-1.2609,0.6317,-0.0084,-0.4446,0.1253,0.8869,0.0367,1.3690,-1.1750
5.4613,0,-1.2614,0.6313,-0.0082,-0.4447,0.1250,0.8869,0.0420,1.3706,-1.1750
5.5040,0,-1.2618,0.6312,-0.0077,-0.4448,0.1250,0.8869,0.0467,1.3718,-1.1750
5.5253,0,-1.2621,0.6313,-0.0076,-0.4447,0.1250,0.8869,0.0523,1.3730,-1.1750
5.5680,0,-1.2622,0.6314,-0.0075,-0.4446,0.1251,0.8869,0.0588,1.3742,-1.1750
5.5893,0,-1.2613,0.6316,-0.0079,-0.4446,0.1253,0.8869,0.0647,1.3751,-1.1750
5.6320,0,-1.2621,0.6314,-0.0075,-0.4449,0.1250,0.8868,0.0711,1.3758,-1.1750
5.6533,0,-1.2617,0.6315,-0.0077,-0.4449,0.1252,0.8868,0.0747,1.3762,-1.1750
5.6747,0,-1.2618,0.6314,-0.0076,-0.4448,0.1250,0.8869,0.0800,1.3766,-1.1750
5.6960,0,-1.2621,0.6313,-0.0076,-0.4448,0.1254,0.8868,0.0863,1.3769,-1.1750
5.7387,0,-1.2623,0.6314,-0.0075,-0.4448,0.1253,0.8868,0.0963,1.3770,-1.1750
5.7813,0,-1.2621,0.6314,-0.0076,-0.4446,0.1255,0.8869,0.1031,1.3769,-1.1750
5.8027,0,-1.2622,0.6313,-0.0076,-0.4446,0.1256,0.8869,0.1072,1.3767,-1.1750
5.8240,0,-1.2625,0.6312,-0.0071,-0.4446,0.1251,0.8870,0.1134,1.3763,-1.1750
5.8667,0,-1.2622,0.6314,-0.0073,-0.4446,0.1254,0.8869,0.1193,1.3758,-1.1750
5.8667,0,-1.2619,0.6315,-0.0075,-0.4447,0.1254,0.8869,0.1267,1.3750,-1.1750
5.9093,0,-1.2623,0.6315,-0.0074,-0.4447,0.1254,0.8869,0.1326,1.3741,-1.1750
5.9093,0,-1.2625,0.6313,-0.0074,-0.4448,0.1253,0.8868,0.1364,1.3735,-1.1750
5.9520,0,-1.2626,0.6311,-0.0074,-0.4449,0.1253,0.8868,0.1422,1.3724,-1.1750
5.9733,0,-1.2628,0.6310,-0.0072,-0.4450,0.1255,0.8867,0.1474,1.3712,-1.1750
6.0160,0,-1.2623,0.6312,-0.0074,-0.4450,0.1252,0.8867,0.1528,1.3699,-1.1750
6.0373,0,-1.2632,0.6311,-0.0067,-0.4450,0.1251,0.8868,0.1602,1.3677,-1.1750
6.0800,0,-1.2634,0.6310,-0.0065,-0.4449,0.1254,0.8868,0.1645,1.3662,-1.1750
6.1013,0,-1.2627,0.6312,-0.0069,-0.4449,0.1250,0.8868,0.1695,1.3642,-1.1750
6.1440,0,-1.2631,0.6311,-0.0066,-0.4450,0.1254,0.8867,0.1740,1.3622,-1.1750
6.1653,0,-1.2626,0.6312,-0.0074,-0.4451,0.1253,0.8867,0.1776,1.3605,-1.1750
6.1867,0,-1.2619,0.6314,-0.0080,-0.4452,0.1253,0.8866,0.1815,1.3582,-1.1750
6.2080,0,-1.2613,0.6315,-0.0084,-0.4450,0.1256,0.8867,0.1844,1.3564,-1.1750
6.2293,0,-1.2611,0.6315,-0.0084,-0.4450,0.1256,0.8867,0.1875,1.3541,-1.1750
6.2720,0,-1.2607,0.6317,-0.0087,-0.4450,0.1253,0.8867,0.1903,1.3519,-1.1750
6.2933,0,-1.2608,0.6317,-0.0087,-0.4450,0.1256,0.8867,0.1928,1.3494,-1.1750
6.3147,0,-1.2603,0.6317,-0.0088,-0.4450,0.1252,0.8867,0.1952,1.3467,-1.1750
6.3360,0,-1.2602,0.6319,-0.0090,-0.4449,0.1256,0.8867,0.1974,1.3437,-1.1750
6.3573,0,-1.2607,0.6317,-0.0088,-0.4449,0.1256,0.8867,0.1988,1.3413,-1.1750
6.3787,0,-1.2607,0.6316,-0.0085,-0.4447,0.1253,0.8869,0.1999,1.3388,-1.1750
6.4213,0,-1.2600,0.6317,-0.0090,-0.4448,0.1251,0.8869,0.2009,1.3362,-1.1750
6.4640,0,-1.2599,0.6318,-0.0091,-0.4447,0.1257,0.8868,0.2016,1.3330,-1.1750
6.4853,0,-1.2602,0.6317,-0.0091,-0.4448,0.1255,0.8868,0.2019,1.3302,-1.1750
6.5067,0,-1.2607,0.6317,-0.0087,-0.4448,0.1255,0.8868,0.2020,1.3266,-1.1750
6.5067,0,-1.2612,0.6316,-0.0083,-0.4448,0.1253,0.8868,0.2016,1.3236,-1.1750
6.5493,0,-1.2617,0.6313,-0.0078,-0.4450,0.1250,0.8868,0.2010,1.3207,-1.1750
6.5707,0,-1.2621,0.6312,-0.0077,-0.4451,0.1252,0.8867,0.2001,1.3173,-1.1750
6.5920,0,-1.2627,0.6312,-0.0072,-0.4452,0.1248,0.8867,0.1986,1.3136,-1.1750
6.6347,0,-1.2620,0.6315,-0.0073,-0.4450,0.1250,0.8868,0.1967,1.3097,-1.1750
6.6560,0,-1.2628,0.6312,-0.0069,-0.4451,0.1249,0.8867,0.1948,1.3065,-1.1750
6.6773,0,-1.2626,0.6312,-0.0071,-0.4452,0.1248,0.8867,0.1931,1.3038,-1.1750
6.6987,0,-1.2626,0.6312,-0.0072,-0.4453,0.1247,0.8866,0.1908,1.3006,-1.1750
6.7413,0,-1.2623,0.6313,-0.0074,-0.4451,0.1249,0.8867,0.1875,1.2964,-1.1750
6.7627,0,-1.2623,0.6312,-0.0074,-0.4450,0.1250,0.8868,0.1849,1.2935,-1.1750
6.7840,0,-1.2619,0.6314,-0.0077,-0.4451,0.1250,0.8867,0.1815,1.2899,-1.1750
6.8053,0,-1.2622,0.6313,-0.0076,-0.4451,0.1251,0.8867,0.1775,1.2859,-1.1750
6.8480,0,-1.2621,0.6313,-0.0073,-0.4452,0.1248,0.8867,0.1740,1.2826,-1.1750
6.8693,0,-1.2617,0.6314,-0.0080,-0.4450,0.1253,0.8867,0.1702,1.2793,-1.1750
6.8907,0,-1.2617,0.6314,-0.0080,-0.4450,0.1251,0.8868,0.1665,1.2761,-1.1750
6.9120,0,-1.2624,0.6311,-0.0077,-0.4450,0.1250,0.8867,0.1612,1.2719,-1.1750
6.9547,0,-1.2624,0.6312,-0.0077,-0.4451,0.1253,0.8867,0.1566,1.2684,-1.1750
6.9760,0,-1.2634,0.6310,-0.0067,-0.4451,0.1248,0.8868,0.1516,1.2648,-1.1750
6.9760,0,-1.2629,0.6310,-0.0070,-0.4451,0.1246,0.8868,0.1475,1.2619,-1.1750
6.9973,0,-1.2628,0.6311,-0.0070,-0.4451,0.1247,0.8868,0.1423,1.2583,-1.1750
7.0400,0,-1.2627,0.6312,-0.0070,-0.4451,0.1245,0.8868,0.1357,1.2539,-1.1750
7.0613,0,-1.2627,0.6313,-0.0069,-0.4449,0.1247,0.8868,0.1301,1.2504,-1.1750
7.0827,0,-1.2636,0.6313,-0.0063,-0.4452,0.1251,0.8867,0.1245,1.2469,-1.1750
7.1253,0,-1.2631,0.6314,-0.0071,-0.4451,0.1247,0.8867,0.1189,1.2435,-1.1750
7.1467,0,-1.2629,0.6313,-0.0071,-0.4450,0.1248,0.8868,0.1141,1.2406,-1.1750
7.1680,0,-1.2625,0.6314,-0.0073,-0.4448,0.1250,0.8868,0.1086,1.2374,-1.1750
7.1893,0,-1.2616,0.6315,-0.0079,-0.4448,0.1249,0.8869,0.1031,1.2342,-1.1750
7.2107,0,-1.2612,0.6316,-0.0081,-0.4449,0.1248,0.8868,0.0971,1.2309,-1.1750
7.2533,0,-1.2615,0.6315,-0.0079,-0.4450,0.1252,0.8867,0.0916,1.2278,-1.1750
7.2747,0,-1.2614,0.6315,-0.0079,-0.4449,0.1248,0.8868,0.0866,1.2251,-1.1750
7.2960,0,-1.2612,0.6315,-0.0084,-0.4454,0.1251,0.8865,0.0795,1.2213,-1.1750
7.3387,0,-1.2620,0.6313,-0.0080,-0.4468,0.1251,0.8858,0.0746,1.2186,-1.1750
7.3600,0,-1.2616,0.6314,-0.0080,-0.4448,0.1248,0.8869,0.0696,1.2160,-1.1750
7.3813,0,-1.2619,0.6314,-0.0077,-0.4455,0.1250,0.8865,0.0640,1.2130,-1.1750
