timeSec,targetXpx,targetYpx,cursorXpx,cursorYpx,errorPx,onBoard,contact,stamina
0,-0.744,4.944,0,0,5,0,0,1
0,-1.489,9.889,0,0,10,0,0,0.999
1.735,-13.893,92.293,0,0,93.333,0,0,0.998
2.353,-26.298,174.698,0,-84.6,260.629,1,0,0.985
2.375,-27.303,181.37,0,-84.6,267.368,1,0,0.971
2.417,-28.754,191.01,0,-84.6,277.106,1,0,0.971
2.439,-29.65,196.962,0,-84.6,283.119,1,0,0.969
2.481,-30.672,203.75,0,-84.6,289.977,1,0,0.968
2.503,-31.533,209.473,0,-84.6,295.759,1,0,0.967
2.545,-32.804,217.918,0,-84.6,304.292,1,0,0.966
2.567,-33.728,224.052,0,-84.6,310.489,1,0,0.965
2.588,-34.459,228.911,0,-84.6,315.399,1,0,0.964
2.609,-35.262,234.244,0,-84.6,320.788,1,0,0.963
2.631,-36.162,240.224,0,-84.6,326.831,1,0,0.962
2.652,-36.914,245.221,0,-84.6,331.88,1,0,0.961
2.673,-37.734,250.662,0,-84.6,337.379,1,0,0.96
2.695,-38.621,256.556,0,-84.6,343.335,1,0,0.959
2.716,-39.411,261.807,0,-84.6,348.642,1,0,0.958
2.737,-40.239,267.303,0,-84.6,354.196,1,0,0.957
2.737,-41.057,272.742,0,-84.6,359.693,1,0,0.956
2.759,-41.901,278.346,0,-84.6,365.356,1,0,0.955
2.801,-42.697,283.634,0,-84.6,370.701,1,0,0.955
2.823,-43.524,289.13,0,-84.6,376.256,1,0,0.954
2.865,-44.44,295.213,0,-84.6,382.404,1,0,0.953
2.887,-45.193,300.212,0,-84.6,387.456,1,0,0.952
2.887,-46.006,305.617,0,-84.6,392.92,1,0,0.951
2.908,-46.881,311.428,0,-84.6,398.793,1,0,0.95
2.929,-47.686,316.776,0,-84.6,404.199,1,0,0.949
2.951,-48.497,322.166,0,-84.6,409.647,1,0,0.948
2.972,-49.335,327.727,0,-84.6,415.268,1,0,0.947
2.993,-50.151,333.148,0,-84.6,420.748,1,0,0.947
3.015,-50.984,338.686,0,-84.6,426.345,1,0,0.946
3.036,-51.828,344.288,0,-84.6,432.008,1,0,0.945
3.079,-52.642,349.696,0,-84.6,437.475,1,0,0.944
3.1,-53.383,344.414,0,-84.6,432.322,1,0,0.943
3.121,-53.907,339.221,0,-84.6,427.236,1,0,0.942
3.143,-54.448,333.849,0,-84.6,421.977,1,0,0.941
3.164,-55.052,327.862,0,-84.6,416.12,1,0,0.94
3.185,-55.585,322.585,0,-84.6,410.962,1,0,0.939
3.207,-56.143,317.049,0,-84.6,405.554,1,0,0.939
3.207,-56.699,311.536,0,-84.6,400.173,1,0,0.937
3.249,-57.259,305.987,0,-84.6,394.761,1,0,0.937
3.249,-57.843,300.191,0,-84.6,389.114,1,0,0.936
3.292,-58.386,294.81,0,-84.6,383.876,1,0,0.935
3.313,-58.926,289.451,0,-84.6,378.664,1,0,0.934
3.356,-59.483,283.934,0,-84.6,373.303,1,0,0.933
3.377,-60.037,278.434,0,-84.6,367.965,1,0,0.932
3.377,-60.592,272.939,0,-84.6,362.637,1,0,0.931
3.399,-61.149,267.416,0,-84.6,357.287,1,0,0.931
3.42,-61.742,261.534,0,-84.6,351.597,1,0,0.93
3.441,-62.264,256.353,0,-84.6,346.591,1,0,0.929
3.463,-62.815,250.893,0,-84.6,341.322,1,0,0.928
3.484,-63.442,244.673,0,-84.6,335.33,1,0,0.927
3.505,-63.949,239.652,0,-84.6,330.498,1,0,0.926
3.527,-64.486,234.329,0,-84.6,325.383,1,0,0.925
3.548,-65.076,228.472,0,-84.6,319.764,1,0,0.924
3.569,-65.616,223.12,0,-84.6,314.638,1,0,0.923
3.612,-66.179,217.538,0,-84.6,309.301,1,0,0.923
