timeSec,targetXpx,targetYpx,cursorXpx,cursorYpx,errorPx,onBoard,contact,stamina
0,0,0,0,0,0,0,0,1
0,1.891,4.628,0,0,5,0,0,0.998
0,3.783,9.257,0,0,10,0,0,0.995
0.811,35.307,86.397,0,0,93.333,0,0,0.955
0.853,68.062,166.547,0,-84.6,260.207,1,0,0.914
0.875,69.088,169.058,0,-84.6,262.898,1,0,0.912
0.917,73.276,179.306,0,-84.6,273.889,1,0,0.907
0.96,77.909,190.644,0,-84.6,286.058,1,0,0.901
1.003,82.314,201.423,0,-84.6,297.632,1,0,0.896
1.067,86.41,211.446,0,-84.6,308.4,1,0,0.89
1.088,90.782,222.144,0,-84.6,319.896,1,0,0.885
1.109,95.179,232.904,0,-84.6,331.463,1,0,0.879
1.152,97.197,237.842,0,-84.6,336.773,1,0,0.877
1.173,99.248,242.86,0,-84.6,342.17,1,0,0.874
1.195,101.607,248.633,0,-84.6,348.38,1,0,0.871
1.216,103.68,253.705,0,-84.6,353.836,1,0,0.868
1.237,105.551,258.283,0,-84.6,358.761,1,0,0.866
1.259,107.829,263.858,0,-84.6,364.76,1,0,0.863
1.28,110.155,269.549,0,-84.6,370.885,1,0,0.86
1.301,111.901,273.821,0,-84.6,375.482,1,0,0.858
1.323,113.99,278.934,0,-84.6,380.986,1,0,0.855
1.323,116.144,284.204,0,-84.6,386.66,1,0,0.853
1.344,118.217,289.277,0,-84.6,392.122,1,0,0.85
1.387,120.258,294.271,0,-84.6,397.499,1,0,0.847
1.429,122.487,299.725,0,-84.6,403.372,1,0,0.845
1.429,124.537,304.743,0,-84.6,408.775,1,0,0.842
1.472,126.724,310.093,0,-84.6,414.538,1,0,0.839
1.493,128.758,315.071,0,-84.6,419.899,1,0,0.837
1.493,130.788,320.038,0,-84.6,425.25,1,0,0.834
1.515,132.969,325.375,0,-84.6,430.999,1,0,0.831
1.536,135.039,330.441,0,-84.6,436.457,1,0,0.829
1.557,137.178,335.674,0,-84.6,442.095,1,0,0.826
1.579,139.344,340.976,0,-84.6,447.808,1,0,0.823
1.6,141.613,346.528,0,-84.6,453.791,1,0,0.82
1.621,143.42,350.948,0,-84.6,458.553,1,0,0.818
1.643,145.618,356.327,0,-84.6,464.351,1,0,0.815
1.685,147.708,358.559,0,-84.6,467.127,1,0,0.813
1.707,149.655,353.337,0,-84.6,462.801,1,0,0.81
1.728,151.496,348.396,0,-84.6,458.734,1,0,0.807
1.749,153.694,342.501,0,-84.6,453.913,1,0,0.804
1.771,155.514,337.619,0,-84.6,449.948,1,0,0.802
1.792,157.481,332.341,0,-84.6,445.69,1,0,0.799
1.813,159.405,327.18,0,-84.6,441.557,1,0,0.797
1.813,161.579,321.346,0,-84.6,436.921,1,0,0.794
1.856,163.497,316.202,0,-84.6,432.867,1,0,0.791
1.877,165.28,311.42,0,-84.6,429.126,1,0,0.788
1.899,167.236,306.172,0,-84.6,425.054,1,0,0.786
1.941,169.356,300.485,0,-84.6,420.68,1,0,0.783
1.963,171.208,295.518,0,-84.6,416.895,1,0,0.78
1.963,173.089,290.47,0,-84.6,413.083,1,0,0.778
1.984,175.01,285.317,0,-84.6,409.227,1,0,0.775
2.005,177.028,279.904,0,-84.6,405.218,1,0,0.772
2.027,178.913,274.848,0,-84.6,401.512,1,0,0.77
2.048,180.899,269.517,0,-84.6,397.648,1,0,0.767
2.069,182.938,264.048,0,-84.6,393.728,1,0,0.764
2.091,184.72,259.268,0,-84.6,390.341,1,0,0.762
2.112,186.635,254.13,0,-84.6,386.744,1,0,0.759
2.133,188.688,248.622,0,-84.6,382.937,1,0,0.756
2.176,190.616,243.451,0,-84.6,379.41,1,0,0.754
2.197,192.54,238.289,0,-84.6,375.938,1,0,0.751
2.219,194.425,233.234,0,-84.6,372.585,1,0,0.748
2.24,196.429,227.857,0,-84.6,369.071,1,0,0.746
2.261,198.275,222.904,0,-84.6,365.885,1,0,0.743
2.283,200.349,217.341,0,-84.6,362.365,1,0,0.74
2.304,202.373,211.91,0,-84.6,358.989,1,0,0.737
2.325,204.284,206.784,0,-84.6,355.861,1,0,0.735
2.347,206.141,201.803,0,-84.6,352.875,1,0,0.732
2.368,208.11,196.521,0,-84.6,349.769,1,0,0.73
2.389,210.098,191.189,0,-84.6,346.699,1,0,0.727
2.411,211.925,186.288,0,-84.6,343.936,1,0,0.724
2.453,213.865,181.083,0,-84.6,341.066,1,0,0.722
2.453,215.942,175.511,0,-84.6,338.066,1,0,0.719
2.475,217.74,170.688,0,-84.6,335.533,1,0,0.716
2.496,219.658,165.542,0,-84.6,332.897,1,0,0.714
2.517,221.606,160.316,0,-84.6,330.292,1,0,0.711
2.539,223.605,154.953,0,-84.6,327.696,1,0,0.708
2.56,225.479,149.925,0,-84.6,325.335,1,0,0.706
2.581,227.392,144.795,0,-84.6,323,1,0,0.703
2.603,229.404,139.396,0,-84.6,320.625,1,0,0.7
2.624,231.563,133.604,0,-84.6,318.174,1,0,0.697
2.645,233.239,129.109,0,-84.6,316.341,1,0,0.695
2.667,235.311,123.551,0,-84.6,314.162,1,0,0.692
2.709,237.143,118.635,0,-84.6,312.316,1,0,0.69
2.731,239.158,113.229,0,-84.6,310.375,1,0,0.687
2.752,241.029,108.211,0,-84.6,308.66,1,0,0.684
2.773,242.871,103.27,0,-84.6,307.053,1,0,0.682
2.795,245.083,97.335,0,-84.6,305.231,1,0,0.679
2.816,246.892,92.482,0,-84.6,303.832,1,0,0.676
2.837,248.781,87.414,0,-84.6,302.458,1,0,0.674
2.859,250.664,82.363,0,-84.6,301.179,1,0,0.671
2.88,252.716,76.859,0,-84.6,299.891,1,0,0.668
2.901,254.599,71.808,0,-84.6,298.804,1,0,0.666
2.923,256.479,66.762,0,-84.6,297.812,1,0,0.663
2.923,258.44,61.502,0,-84.6,296.879,1,0,0.66
2.965,260.373,56.317,0,-84.6,296.06,1,0,0.658
2.987,262.307,51.13,0,-84.6,295.343,1,0,0.655
3.008,264.276,45.848,0,-84.6,294.717,1,0,0.652
3.029,266.231,40.603,0,-84.6,294.202,1,0,0.65
3.051,268.289,35.082,0,-84.6,293.773,1,0,0.647
3.093,270.116,30.179,0,-84.6,293.491,1,0,0.644
3.093,271.988,25.159,0,-84.6,293.299,1,0,0.642
3.115,274.083,19.54,0,-84.6,293.2,1,0,0.639
3.136,275.993,14.415,0,-84.6,293.217,1,0,0.636
3.157,277.967,9.119,0,-84.6,293.341,1,0,0.634
3.179,279.811,4.172,0,-84.6,293.555,1,0,0.631
3.2,281.976,-1.636,0,-84.6,293.928,1,0,0.628
3.243,283.66,-6.153,0,-84.6,294.307,1,0,0.626
3.264,285.606,-11.372,0,-84.6,294.844,1,0,0.623
3.285,287.618,-16.772,0,-84.6,295.508,1,0,0.62
3.307,289.512,-21.853,0,-84.6,296.234,1,0,0.618
3.328,291.676,-27.657,0,-84.6,297.182,1,0,0.615
3.349,293.439,-32.387,0,-84.6,298.048,1,0,0.612
3.371,295.464,-37.82,0,-84.6,299.145,1,0,0.61
3.392,297.305,-42.759,0,-84.6,300.235,1,0,0.607
3.413,299.267,-48.021,0,-84.6,301.494,1,0,0.604
3.413,301.24,-53.314,0,-84.6,302.86,1,0,0.602
3.435,303.154,-58.45,0,-84.6,304.28,1,0,0.599
3.477,305.068,-63.583,0,-84.6,305.791,1,0,0.596
3.52,307.018,-68.816,0,-84.6,307.424,1,0,0.594
3.541,309.028,-74.208,0,-84.6,309.203,1,0,0.591
3.563,310.867,-79.141,0,-84.6,310.915,1,0,0.588
3.563,312.786,-84.288,0,-84.6,312.786,1,0,0.586
3.584,314.912,-89.992,0,-84.6,314.958,1,0,0.583
3.605,316.834,-95.148,0,-84.6,317.01,1,0,0.58
3.627,318.64,-99.993,0,-84.6,319.012,1,0,0.578
3.648,320.935,-106.15,0,-84.6,321.658,1,0,0.575
3.669,322.651,-110.752,0,-84.6,323.709,1,0,0.572
3.691,324.516,-115.755,0,-84.6,326.008,1,0,0.57
3.712,326.428,-120.885,0,-84.6,328.438,1,0,0.567
3.733,328.495,-126.429,0,-84.6,331.147,1,0,0.564
3.776,330.299,-131.268,0,-84.6,333.579,1,0,0.562
3.797,332.245,-136.491,0,-84.6,336.273,1,0,0.559
3.819,334.352,-142.142,0,-84.6,339.267,1,0,0.556
3.84,336.287,-147.333,0,-84.6,342.088,1,0,0.553
3.861,338.12,-152.25,0,-84.6,344.821,1,0,0.551
3.883,340.065,-157.467,0,-84.6,347.784,1,0,0.548
3.904,342.031,-162.743,0,-84.6,350.844,1,0,0.546
3.925,344.082,-168.245,0,-84.6,354.104,1,0,0.543
3.947,345.993,-173.371,0,-84.6,357.2,1,0,0.54
3.968,347.784,-178.176,0,-84.6,360.153,1,0,0.538
3.989,349.765,-183.488,0,-84.6,363.475,1,0,0.535
4.011,351.829,-189.026,0,-84.6,366.999,1,0,0.452
4.053,353.786,-194.276,0,-84.6,370.396,1,0,0.449
4.053,355.567,-199.054,0,-84.6,373.533,1,0,0.447
4.075,357.491,-204.215,0,-84.6,376.971,1,0,0.444
4.096,359.605,-209.887,0,-84.6,380.805,1,0,0.441
4.117,358.276,-214.475,0,-84.6,381.09,1,0,0.439
4.139,355.462,-219.429,0,-84.6,380.174,1,0,0.436
4.16,352.596,-224.474,0,-84.6,379.326,1,0,0.433
4.181,349.99,-229.06,0,-84.6,378.632,1,0,0.431
4.203,347.208,-233.957,0,-84.6,377.97,1,0,0.428
4.224,344.282,-239.109,0,-84.6,377.363,1,0,0.425
4.245,341.63,-243.778,0,-84.6,376.893,1,0,0.423
4.288,338.911,-248.563,0,-84.6,376.49,1,0,0.42
4.309,336.239,-253.266,0,-84.6,376.172,1,0,0.418
4.331,333.271,-258.491,0,-84.6,375.909,1,0,0.415
4.352,330.202,-263.894,0,-84.6,375.739,1,0,0.412
4.373,327.672,-268.347,0,-84.6,375.675,1,0,0.409
4.395,325.084,-272.904,0,-84.6,375.683,1,0,0.407
4.416,322.211,-277.96,0,-84.6,375.777,1,0,0.404
4.437,319.568,-282.612,0,-84.6,375.942,1,0,0.401
4.459,316.897,-287.314,0,-84.6,376.187,1,0,0.399
4.48,314.069,-292.293,0,-84.6,376.531,1,0,0.396
4.523,311.324,-297.124,0,-84.6,376.947,1,0,0.393
4.523,308.608,-301.905,0,-84.6,377.439,1,0,0.391
4.544,305.842,-306.775,0,-84.6,378.022,1,0,0.388
4.565,302.973,-311.825,0,-84.6,378.713,1,0,0.385
4.587,300.439,-316.285,0,-84.6,379.396,1,0,0.383
4.608,297.766,-320.991,0,-84.6,380.191,1,0,0.38
4.629,294.852,-326.119,0,-84.6,381.142,1,0,0.377
4.651,292.241,-330.716,0,-84.6,382.071,1,0,0.375
4.672,289.179,-336.105,0,-84.6,383.249,1,0,0.372
4.693,286.688,-340.49,0,-84.6,384.279,1,0,0.369
4.715,284.066,-345.106,0,-84.6,385.431,1,0,0.367
4.736,281.204,-350.145,0,-84.6,386.768,1,0,0.364
4.757,278.532,-354.848,0,-84.6,388.09,1,0,0.361
4.779,275.703,-359.828,0,-84.6,389.567,1,0,0.359
4.821,273.465,-355.225,0,-84.6,384.735,1,0,0.356
4.843,271.633,-350.091,0,-84.6,379.829,1,0,0.353
4.864,269.788,-344.923,0,-84.6,374.904,1,0,0.351
4.885,267.899,-339.631,0,-84.6,369.879,1,0,0.348
4.907,266.069,-334.506,0,-84.6,365.028,1,0,0.346
4.928,263.955,-328.584,0,-84.6,359.445,1,0,0.343
4.949,262.191,-323.641,0,-84.6,354.802,1,0,0.34
5.333,261.33,-321.229,0,-84.6,352.544,1,0,0.339
5.355,232.476,-240.393,0,-84.6,279.851,1,0,0.298
5.376,230.307,-234.317,0,-84.6,274.693,1,0,0.294
5.397,228.677,-229.752,0,-84.6,270.855,1,0,0.292
5.419,226.819,-224.546,0,-84.6,266.518,1,0,0.289
5.44,224.531,-218.134,0,-84.6,261.238,1,0,0.286
5.461,222.863,-213.463,0,-84.6,257.437,1,0,0.284
5.483,221.103,-208.532,0,-84.6,253.467,1,0,0.281
5.525,219.234,-203.295,0,-84.6,249.303,1,0,0.279
5.547,217.132,-197.406,0,-84.6,244.686,1,0,0.276
5.568,215.294,-192.258,0,-84.6,240.711,1,0,0.273
5.589,213.589,-187.48,0,-84.6,237.075,1,0,0.271
5.611,211.745,-182.314,0,-84.6,233.203,1,0,0.268
5.632,209.883,-177.098,0,-84.6,229.361,1,0,0.265
