timeSec,targetXpx,targetYpx,cursorXpx,cursorYpx,errorPx,onBoard,contact,stamina
-0.057,4.857,-1.185,0,0,5,0,0,1
-0.036,9.715,-2.371,0,0,10,0,0,0.999
1.436,90.673,-22.127,0,0,93.333,0,0,0.998
2.097,171.63,-41.883,0,0,176.667,0,0,0.985
2.119,178.571,-43.577,0,-84.6,183.223,1,0,0.972
2.14,187.842,-45.839,0,-84.6,191.8,1,0,0.97
2.161,192.624,-47.006,0,-84.6,196.259,1,0,0.969
2.183,198.01,-48.32,0,-84.6,201.306,1,0,0.968
2.204,203.692,-49.707,0,-84.6,206.659,1,0,0.967
2.225,208.757,-50.943,0,-84.6,211.453,1,0,0.966
2.247,214.127,-52.253,0,-84.6,216.556,1,0,0.965
2.289,220.527,-53.815,0,-84.6,222.665,1,0,0.964
2.311,225.518,-55.033,0,-84.6,227.448,1,0,0.963
2.332,230.838,-56.331,0,-84.6,232.563,1,0,0.962
2.353,236.225,-57.646,0,-84.6,237.757,1,0,0.962
2.375,241.766,-58.998,0,-84.6,243.118,1,0,0.961
2.396,247.019,-60.28,0,-84.6,248.213,1,0,0.96
2.417,252.393,-61.591,0,-84.6,253.439,1,0,0.959
2.439,257.776,-62.905,0,-84.6,258.687,1,0,0.958
2.439,263.195,-64.227,0,-84.6,263.982,1,0,0.957
2.46,268.764,-65.586,0,-84.6,269.435,1,0,0.956
2.503,274.032,-66.872,0,-84.6,274.605,1,0,0.955
2.524,279.84,-68.289,0,-84.6,280.315,1,0,0.954
2.567,285.31,-69.624,0,-84.6,285.703,1,0,0.954
2.588,290.373,-70.859,0,-84.6,290.698,1,0,0.953
2.609,295.53,-72.118,0,-84.6,295.793,1,0,0.952
2.609,301.423,-73.556,0,-84.6,301.625,1,0,0.951
2.631,307.32,-74.995,0,-84.6,307.47,1,0,0.95
2.652,311.889,-76.11,0,-84.6,312.005,1,0,0.949
2.673,317.531,-77.487,0,-84.6,317.611,1,0,0.948
2.695,322.831,-78.78,0,-84.6,322.883,1,0,0.947
2.716,328.118,-80.07,0,-84.6,328.149,1,0,0.946
2.737,333.473,-81.377,0,-84.6,333.488,1,0,0.946
2.759,338.858,-82.691,0,-84.6,338.864,1,0,0.945
2.78,344.18,-83.99,0,-84.6,344.18,1,0,0.944
2.823,349.95,-85.422,0,-84.6,349.95,1,0,0.943
